ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 02/06/2025;COBERTURA;IMPORTE AFILIADO
44801;ursodesoxicólico,ác.;AUDECOL;150 mg comp.x 20;Ariston;$ 12637.67;50%;$ 6318.84
37330;ursodesoxicólico,ác.;URSOMAX;300 mg comp.rec.x 30;Ariston;$ 39058.8;50%;$ 19529.4
39373;ursodesoxicólico,ác.;URSOMAX;300 mg comp.rec.x 60;Ariston;$ 66710.26;50%;$ 33355.13
48496;ursodesoxicólico,ác.;AUDECOL;300 mg comp.x 20;Ariston;$ 26586.28;50%;$ 13293.14
44803;ursodesoxicólico,ác.;AUDECOL;300 mg comp.x 50;Ariston;$ 54545.09;50%;$ 27272.55
43142;venlafaxina;QUILAREX XR;150 mg comp.x 28;Ariston;$ 29258.54;50%;$ 14629.27
43140;venlafaxina;QUILAREX XR;75 mg comp.x 28;Ariston;$ 21997.12;50%;$ 10998.56
35693;venlafaxina;QUILAREX;75 mg comp.x 30;Ariston;$ 16143.39;50%;$ 8071.7
8579;vit.c+citroflavonoide+asoc.;EPITELIOL C;comp.x 20;Ariston;$ 14340.01;40%;$ 8604.01
13129;vit.c+citroflavonoide+asoc.;EPITELIOL C;comp.x 40;Ariston;$ 24694.65;40%;$ 14816.79
39585;vit.d3;STEROGYL;f.a.beb.x 2 ml;Ariston;$ 9397.14;40%;$ 5638.28
44326;vit.d3;STEROGYL 400;sol.oral x 10 ml;Ariston;$ 10613.49;40%;$ 6368.09
48793;vit.d3;STEROGYL 1000;sol.oral x 4 ml;Ariston;$ 8448.49;40%;$ 5069.09
20633;warfarina;CIRCUVIT;2 mg comp.x 20;Ariston;$ 7065.83;80%;$ 1413.17
38256;warfarina;CIRCUVIT;2 mg comp.x 50;Ariston;$ 15994.79;80%;$ 3198.96
20634;warfarina;CIRCUVIT;5 mg comp.x 20;Ariston;$ 8108.6;80%;$ 1621.72
38257;warfarina;CIRCUVIT;5 mg comp.x 50;Ariston;$ 17112.44;80%;$ 3422.49
26734;zolpidem;SUMENAN;10 mg comp.x 30;Ariston;$ 11263.46;50%;$ 5631.73
9136;atracurio,besilato;TRACRIUM;50 mg iny.a.x 1 x 5 ml;Aspen Argentina;$ 1547.02;50%;$ 773.51
608;nadroparina cálcica;FRAXIPARINE;jga.prell.x 10 - 0.3 ml;Aspen Argentina;$ 10731.63;60%;$ 4292.65
15062;nadroparina cálcica;FRAXIPARINE;jga.prell.x 10 - 0.4 ml;Aspen Argentina;$ 20161.28;60%;$ 8064.51
1339;nadroparina cálcica;FRAXIPARINE;jga.prell.x 10 - 0.6 ml;Aspen Argentina;$ 28848.34;60%;$ 11539.34
14924;nadroparina cálcica;FRAXIPARINE;jga.prell.x 10 - 0.8 ml;Aspen Argentina;$ 35625.04;60%;$ 14250.02
2296;alprazolam;XANAX;0.50 mg comp.x 30;Aspen Pharma;$ 3503.07;50%;$ 1751.54
2297;alprazolam;XANAX;0.50 mg comp.x 60;Aspen Pharma;$ 7114.2;50%;$ 3557.1
9744;alprazolam;XANAX;1 mg comp.x 30;Aspen Pharma;$ 5397.96;50%;$ 2698.98
2299;alprazolam;XANAX;1 mg comp.x 60;Aspen Pharma;$ 10729.87;50%;$ 5364.94
50582;amlodipina;AMLOC ODT;10 mg comp.x 30;Aspen Pharma;$ 16686.08;60%;$ 6674.43
5169;amlodipina;AMLOC;10 mg tab.x 20;Aspen Pharma;$ 17729.15;60%;$ 7091.66
11205;amlodipina;AMLOC;10 mg tab.x 30;Aspen Pharma;$ 31066.46;60%;$ 12426.58
37933;amlodipina;AMLOC;10 mg tab.x 60;Aspen Pharma;$ 53071.87;60%;$ 21228.75
50581;amlodipina;AMLOC ODT;5 mg comp.x 30;Aspen Pharma;$ 8567.93;60%;$ 3427.17
5168;amlodipina;AMLOC;5 mg tab.x 20;Aspen Pharma;$ 6561.14;60%;$ 2624.46
11204;amlodipina;AMLOC;5 mg tab.x 30;Aspen Pharma;$ 17127.36;60%;$ 6850.94
37932;amlodipina;AMLOC;5 mg tab.x 60;Aspen Pharma;$ 29871.16;60%;$ 11948.46
20505;atorvastatín;LIPITOR;10 mg comp.x 30;Aspen Pharma;$ 32770.9;80%;$ 6554.18
28136;atorvastatín;LIPITOR;10 mg comp.x 60;Aspen Pharma;$ 55196.46;80%;$ 11039.29
20506;atorvastatín;LIPITOR;20 mg comp.x 30;Aspen Pharma;$ 54931.18;80%;$ 10986.24
28137;atorvastatín;LIPITOR;20 mg comp.x 60;Aspen Pharma;$ 96203.66;80%;$ 19240.73
29111;atorvastatín;LIPITOR;40 mg comp.x 30;Aspen Pharma;$ 62713.76;80%;$ 12542.75
51549;atorvastatín;LIPITOR;80 mg comp.x 30;Aspen Pharma;$ 77165.64;80%;$ 15433.13
23356;celecoxib;CELEBREX;200 mg cáps.x 20;Aspen Pharma;$ 23084.23;50%;$ 11542.12
35926;doxazosina;CARDURA;2 mg tab.x 30;Aspen Pharma;$ 35237.72;50%;$ 17618.86
35927;doxazosina;CARDURA;4 mg tab.x 30;Aspen Pharma;$ 40455.81;50%;$ 20227.91
47287;eplerenona;ALDACTONE EP 25 MG;comp.x 30;Aspen Pharma;$ 21248.23;50%;$ 10624.12
47288;eplerenona;ALDACTONE EP 50 MG;comp.x 30;Aspen Pharma;$ 31081.62;50%;$ 15540.81
6193;estriol;ORGESTRIOL;cr.vag.x 15 g c/aplic.;Aspen Pharma;$ 9782.41;50%;$ 4891.21
8412;estriol;ORGESTRIOL;óv.x 10;Aspen Pharma;$ 10016.59;50%;$ 5008.3
49971;gabapentin;NEURONTIN;100 mg cáps.x 90;Aspen Pharma;$ 49952.58;60%;$ 19981.03
30093;gabapentin;NEURONTIN;300 mg cáps.x 30;Aspen Pharma;$ 32629.85;60%;$ 13051.94
16551;gabapentin;NEURONTIN;300 mg cáps.x 60;Aspen Pharma;$ 61859.93;60%;$ 24743.97
16552;gabapentin;NEURONTIN;400 mg cáps.x 60;Aspen Pharma;$ 77129.54;60%;$ 30851.82
27618;gabapentin;NEURONTIN;600 mg comp.rec.x 30;Aspen Pharma;$ 44810.23;60%;$ 17924.09
19634;latanoprost;XALATAN;gts.oft.x 2.5 ml;Aspen Pharma;$ 20280.99;60%;$ 8112.4
29235;latanoprost+timolol;XALACOM;gts.oft.x 2.5 ml;Aspen Pharma;$ 20913.31;50%;$ 10456.66
5360;metildopa;ALDOMET;250 mg comp.rec.x 30;Aspen Pharma;$ 6602.34;60%;$ 2640.94
5362;metildopa;ALDOMET;500 mg comp.rec.x 30;Aspen Pharma;$ 9264.8;60%;$ 3705.92
6181;nandrolona;DECA-DURABOLIN;50 mg iny.a.x 1 x 1 ml;Aspen Pharma;$ 14984.18;50%;$ 7492.09
50362;pregabalina;LYRICA;150 mg cáps.x 30;Aspen Pharma;$ 56305.82;50%;$ 28152.91
50356;pregabalina;LYRICA;25 mg cáps.x 30;Aspen Pharma;$ 12919.87;50%;$ 6459.94
50357;pregabalina;LYRICA;25 mg cáps.x 60;Aspen Pharma;$ 23818.06;50%;$ 11909.03
50363;pregabalina;LYRICA;300 mg cáps.x 30;Aspen Pharma;$ 68197.84;50%;$ 34098.92
50358;pregabalina;LYRICA;50 mg cáps.x 30;Aspen Pharma;$ 27987.9;50%;$ 13993.95
50359;pregabalina;LYRICA;75 mg cáps.x 15;Aspen Pharma;$ 18300.2;50%;$ 9150.1
50360;pregabalina;LYRICA;75 mg cáps.x 30;Aspen Pharma;$ 35238.63;50%;$ 17619.32
50361;pregabalina;LYRICA;75 mg cáps.x 60;Aspen Pharma;$ 65109.36;50%;$ 32554.68
23226;sertralina;ZOLOFT;100 mg tab.x 30;Aspen Pharma;$ 44924.68;50%;$ 22462.34
17683;sertralina;ZOLOFT;50 mg tab.ran.x 30;Aspen Pharma;$ 25814.81;50%;$ 12907.41
53210;sildenafil;VIAGRA;50 mg comp.x 10;Aspen Pharma;$ 24365.54;50%;$ 12182.77
35195;sildenafil;VIAGRA;50 mg comp.x 2;Aspen Pharma;$ 4873.49;50%;$ 2436.75
53211;sildenafil;VIAGRA;50 mg comp.x 20;Aspen Pharma;$ 47466.11;50%;$ 23733.06
24823;tirofiban;AGRASTAT;0.25 mg/ml vial x 50 ml;Aspen Pharma;$ 382770.93;50%;$ 191385.47
22292;tolterodina;DETRUSITOL;2 mg comp.x 28;Aspen Pharma;$ 15975.73;50%;$ 7987.87
22293;tolterodina;DETRUSITOL;2 mg comp.x 56;Aspen Pharma;$ 32866.98;50%;$ 16433.49
23544;venlafaxina;EFEXOR XR;150 mg cáps.lib.prol.x28;Aspen Pharma;$ 31146.57;50%;$ 15573.29
28651;venlafaxina;EFEXOR XR;37.5 mg cáps.lib.prol.x7;Aspen Pharma;$ 5635.39;50%;$ 2817.7
28650;venlafaxina;EFEXOR XR;75 mg cáps.lib.prol.x 14;Aspen Pharma;$ 11277.15;50%;$ 5638.58
23543;venlafaxina;EFEXOR XR;75 mg cáps.lib.prol.x 28;Aspen Pharma;$ 23208.24;50%;$ 11604.12
28509;ziprasidona;ZELDOX;20 mg cáps.x 30;Aspen Pharma;$ 37581.85;50%;$ 18790.93
28510;ziprasidona;ZELDOX;40 mg cáps.x 30;Aspen Pharma;$ 37569.59;50%;$ 18784.8
28511;ziprasidona;ZELDOX;60 mg cáps.x 30;Aspen Pharma;$ 43594.22;50%;$ 21797.11
28512;ziprasidona;ZELDOX;80 mg cáps.x 30;Aspen Pharma;$ 54956.76;50%;$ 27478.38
12202;atenolol;PRENORMINE;50 mg comp.x 56;AstraZeneca;$ 609.2;80%;$ 121.84
4398;atenolol+clortalidona;PRENORETIC;100 mg comp.x 28;AstraZeneca;$ 455.38;60%;$ 182.15
12200;atenolol+clortalidona;PRENORETIC;100 mg comp.x 56;AstraZeneca;$ 956.34;60%;$ 382.54
12201;atenolol+clortalidona;PRENORETIC;50 mg comp.x 56;AstraZeneca;$ 922.4;60%;$ 368.96
60798;budesonida+glicopirronio+formote;BREZTRI AEROSPHERE;aerosol x 120 dosis;AstraZeneca;$ 106464.16;50%;$ 53232.08
14482;budesonide;SPIROCORT TURBUHALER;100 mcg env.x 200 dosis;AstraZeneca;$ 521.69;80%;$ 104.34
14483;budesonide;SPIROCORT TURBUHALER;200 mcg env.x 200 dosis;AstraZeneca;$ 29001.59;80%;$ 5800.32
14484;budesonide;SPIROCORT TURBUHALER;400 mcg env.x 200 dosis;AstraZeneca;$ 7831.09;80%;$ 1566.22
28199;budesonide+formoterol;SYMBICORT TURBUHALER;160/4.5 mcg dosis x 120;AstraZeneca;$ 81251.35;60%;$ 32500.54
28198;budesonide+formoterol;SYMBICORT TURBUHALER;160/4.5 mcg dosis x 60;AstraZeneca;$ 6662.97;60%;$ 2665.19
43180;budesonide+formoterol;FREVIA;160/4.5 mcg x 120 dosis;AstraZeneca;$ 79713.47;60%;$ 31885.39
32247;budesonide+formoterol;SYMBICORT-FORTE TURBUHALER;320/9 mcg dosis x 60;AstraZeneca;$ 81036.52;60%;$ 32414.61
31463;budesonide+formoterol;SYMBICORT-M TURBUHALER;80/4.5 mcg dosis x 120;AstraZeneca;$ 64329.77;60%;$ 25731.91
43179;budesonide+formoterol;FREVIA;80/4.5 mcg x 120 dosis;AstraZeneca;$ 63112.23;60%;$ 25244.89
45021;candesartán cilexetil+felodipina;ATACAND DUO;16mg/2.5mg comp.x 60;AstraZeneca;$ 48898.76;50%;$ 24449.38
45022;candesartán cilexetil+felodipina;ATACAND DUO;16mg/5mg comp.x 60;AstraZeneca;$ 48898.76;50%;$ 24449.38
45019;candesartán cilexetil+felodipina;ATACAND DUO;8mg/2.5mg comp.x 60;AstraZeneca;$ 1232.94;50%;$ 616.47
45020;candesartán cilexetil+felodipina;ATACAND DUO;8mg/5mg comp.x 60;AstraZeneca;$ 798.82;50%;$ 399.41
27161;candesartán+hidroclorotiazida;ATACAND D;16 mg comp.divis.x 15;AstraZeneca;$ 1081.29;60%;$ 432.52
49832;dapagliflozina;FORXIGA;10 mg comp.x 28;AstraZeneca;$ 72417.94;100%;$ 0
45669;escitalopram;ZENVAS 10;10 mg comp.rec.x 30;AstraZeneca;$ 1631.49;50%;$ 815.75
45670;escitalopram;ZENVAS 20;20 mg comp.rec.x 30;AstraZeneca;$ 3070.28;50%;$ 1535.14
45426;esomeprazol;NEXIUM;10 mg sobres x 28;AstraZeneca;$ 64359;40%;$ 38615.4
55481;felodipina;PLENDIL;10 mg comp.lib.prol.x 28;AstraZeneca;$ 37401.48;60%;$ 14960.59
55482;felodipina;PLENDIL;5 mg comp.lib.prol.x 28;AstraZeneca;$ 25204.98;60%;$ 10081.99
20365;formoterol;OXIS TURBUHALER;9 mcg env.x 60 dosis;AstraZeneca;$ 630.91;80%;$ 126.18
30227;lisado bacteriano;LUIVAC;comp.x 14;AstraZeneca;$ 947.24;40%;$ 568.34
23361;lisado bacteriano;LUIVAC;comp.x 28;AstraZeneca;$ 1718.44;40%;$ 1031.06
3249;lisinopril;ZESTRIL;10 mg comp.x 60;AstraZeneca;$ 442.06;60%;$ 176.82
12222;lisinopril;ZESTRIL;20 mg comp.x 60;AstraZeneca;$ 642.34;60%;$ 256.94
55480;metoprolol;BELOZOK;100mg comp.lib.prol.x 28;AstraZeneca;$ 16736.65;60%;$ 6694.66
55478;metoprolol;BELOZOK;25 mg comp.lib.prol.x 28;AstraZeneca;$ 11299.02;60%;$ 4519.61
55479;metoprolol;BELOZOK;50 mg comp.lib.prol.x 28;AstraZeneca;$ 13433.95;60%;$ 5373.58
47956;naproxeno+esomeprazol;VIMOVO;comp.lib.modif.x 30;AstraZeneca;$ 1315.87;40%;$ 789.52
45269;quetiapina;ETIASEL;100 mg comp.x 30;AstraZeneca;$ 102462.58;50%;$ 51231.29
47955;quetiapina;ETIASEL XR;150 mg comp.x 30;AstraZeneca;$ 108579.32;50%;$ 54289.66
42667;quetiapina;ETIASEL XR;200 mg comp.x 30;AstraZeneca;$ 144959.21;50%;$ 72479.61
45270;quetiapina;ETIASEL;200 mg comp.x 30;AstraZeneca;$ 133922.7;50%;$ 66961.35
45268;quetiapina;ETIASEL;25 mg comp.x 30;AstraZeneca;$ 63655.92;50%;$ 31827.96
42668;quetiapina;ETIASEL XR;300 mg comp.x 30;AstraZeneca;$ 193286.34;50%;$ 96643.17
45271;quetiapina;ETIASEL;300 mg comp.x 30;AstraZeneca;$ 161830.07;50%;$ 80915.04
42669;quetiapina;ETIASEL XR;400 mg comp.x 30;AstraZeneca;$ 289910.81;50%;$ 144955.41
42666;quetiapina;ETIASEL XR;50 mg comp.x 30;AstraZeneca;$ 132403.73;50%;$ 66201.87
46877;roflumilast;DAXAS;500 mcg comp.x 30;AstraZeneca;$ 31565.53;50%;$ 15782.77
37951;rosuvastatina;CRESTOR;10 mg comp.x 14;AstraZeneca;$ 715.54;50%;$ 357.77
33100;rosuvastatina;CRESTOR;10 mg comp.x 28;AstraZeneca;$ 29697.72;50%;$ 14848.86
47116;rosuvastatina;CRESTOR;10 mg comp.x 56;AstraZeneca;$ 58312.29;50%;$ 29156.15
33101;rosuvastatina;CRESTOR;20 mg comp.x 28;AstraZeneca;$ 53492.33;50%;$ 26746.17
47117;rosuvastatina;CRESTOR;20 mg comp.x 56;AstraZeneca;$ 106986.25;50%;$ 53493.13
33102;rosuvastatina;CRESTOR;40 mg comp.x 28;AstraZeneca;$ 84134.37;50%;$ 42067.19
37018;rosuvastatina;CRESTOR;5 mg comp.x 28;AstraZeneca;$ 25811.11;50%;$ 12905.56
44948;saxagliptina;ONGLYZA;2.5 mg comp.x 28;AstraZeneca;$ 71501.49;50%;$ 35750.75
44949;saxagliptina;ONGLYZA;5 mg comp.x 28;AstraZeneca;$ 76503.56;50%;$ 38251.78
47940;saxagliptina+metformina clorh.;KOMBIGLYZE XR;2.5/1000mg comp.rec.x 56;AstraZeneca;$ 111862.14;50%;$ 55931.07
47941;saxagliptina+metformina clorh.;KOMBIGLYZE XR;5/1000mg comp.rec.x 28;AstraZeneca;$ 101172.02;50%;$ 50586.01
47784;ticagrelor;BRILINTA;90 mg comp.x 30;AstraZeneca;$ 2909.58;50%;$ 1454.79
47785;ticagrelor;BRILINTA;90 mg comp.x 60;AstraZeneca;$ 151215.36;50%;$ 75607.68
24014;zolmitriptán;ZOMIGON;2.5 mg comp.x 2;AstraZeneca;$ 807.95;50%;$ 403.98
36597;azitromicina;AZITROX;200 mg/5 ml susp.x 15 ml;Austral;$ 7408.35;60%;$ 2963.34
36595;azitromicina;AZITROX;500 mg comp.x 3;Austral;$ 7820;60%;$ 3128
39722;azitromicina;AZITROX;500 mg comp.x 6;Austral;$ 10830;60%;$ 4332
40668;betametasona+gentamic.+miconazol;ADENIL;cr.x 20 g;Austral;$ 8360;50%;$ 4180
21669;claritromicina;MACROMICINA;500 mg comp.x 16;Austral;$ 21930;60%;$ 8772
21510;diclofenac dietilamina;BANOCLUS GEL;pomo x 50 g;Austral;$ 6210;40%;$ 3726
40243;diclofenac sódico;DICLOLAM;75 mg comp.x 15;Austral;$ 7610;40%;$ 4566
33946;finasteride;PROSTANIL;5 mg comp.rec.x 30;Austral;$ 17884.63;50%;$ 8942.32
18972;miconazol;MICOTRAL;2% cr.x 30 g;Austral;$ 6150;40%;$ 3690
16927;praziquantel;PRAZITRAL;600 mg comp.x 4;Austral;$ 7871.4;50%;$ 3935.7
45742;rifampicina;RIFALEP;300 mg cáps.x 8;Austral;$ 7390;60%;$ 2956
46201;salbutamol;AEROLEP;aer.inh.c/adap.x 250ds.;Austral;$ 12270.48;80%;$ 2454.1
34499;simeticona;AESIM 200;200 mg comp.x 20;Austral;$ 5267.03;50%;$ 2633.52
15187;sulfadiazina de plata;SULFATRAL;cr.x 400 g;Austral;$ 1200;50%;$ 600
46174;tobramicina;TOBRALEP;sol.oft.estéril x 5 ml;Austral;$ 6424.33;60%;$ 2569.73
46175;tobramicina+dexametasona;TOBRALEP DX;susp.oft.estéril x 5 ml;Austral;$ 8855.19;50%;$ 4427.6
30809;vit.b,complejo;POLI B FUERTE;comp.rec.x 30;Austral;$ 21770;40%;$ 13062
13762;vit.b1;TIAMINA 300;300 mg comp.x 30;Austral;$ 13580;40%;$ 8148
43205;accesorio;LANCETAS BD ULTRAFINE 30G;env.x 100;BD;$ 1192.68;100%;$ 0
37909;acenocumarol;AZECAR;4 mg comp.x 30;Bag¿;$ 18773.54;80%;$ 3754.71
13492;acetilcarnitina;NEUROACTIL;comp.x 30;Bag¿;$ 33293.21;50%;$ 16646.61
17228;alprazolam;TRANQUINAL;0.25 mg comp.x 50;Bag¿;$ 327.25;50%;$ 163.63
28029;alprazolam;TRANQUINAL 0.5;0.5 mg comp.subl.x 30;Bag¿;$ 8153.4;50%;$ 4076.7
24646;alprazolam;TRANQUINAL 0.5;0.5 mg comp.x 100;Bag¿;$ 13176.53;50%;$ 6588.27
31486;alprazolam;TRANQUINAL 0.5;0.5 mg comp.x 30;Bag¿;$ 4490.25;50%;$ 2245.13
1033;alprazolam;TRANQUINAL 0.5;0.5 mg comp.x 50;Bag¿;$ 6490.59;50%;$ 3245.3
49837;alprazolam;TRANQUINAL 0.5;0.5 mg comp.x 60;Bag¿;$ 8098.83;50%;$ 4049.42
24647;alprazolam;TRANQUINAL 1;1 mg comp.x 100;Bag¿;$ 20874.97;50%;$ 10437.49
31489;alprazolam;TRANQUINAL 1;1 mg comp.x 30;Bag¿;$ 7502.55;50%;$ 3751.28
1034;alprazolam;TRANQUINAL 1;1 mg comp.x 50;Bag¿;$ 13758.11;50%;$ 6879.06
49838;alprazolam;TRANQUINAL 1;1 mg comp.x 60;Bag¿;$ 14673.94;50%;$ 7336.97
37911;alprazolam;TRANQUINAL;1 mg/ml sol.x 30 ml;Bag¿;$ 589.8;50%;$ 294.9
24648;alprazolam;TRANQUINAL 2;2 mg comp.x 100;Bag¿;$ 35447.54;50%;$ 17723.77
31490;alprazolam;TRANQUINAL 2;2 mg comp.x 30;Bag¿;$ 10965.37;50%;$ 5482.69
8774;alprazolam;TRANQUINAL 2;2 mg comp.x 50;Bag¿;$ 19154.98;50%;$ 9577.49
49839;alprazolam;TRANQUINAL 2;2 mg comp.x 60;Bag¿;$ 21678.9;50%;$ 10839.45
17561;alprazolam+sulpirida;TRANQUINAL SOMA;comp.x 30;Bag¿;$ 668.19;50%;$ 334.1
5409;amitriptilina;TRYPTANOL 25;25 mg comp.x 100;Bag¿;$ 26263.44;50%;$ 13131.72
39082;amitriptilina;TRYPTANOL 25;25 mg comp.x 30;Bag¿;$ 8211.73;50%;$ 4105.87
50606;amitriptilina;TRYPTANOL 75;75 mg comp.x 30;Bag¿;$ 18095.1;50%;$ 9047.55
50385;amlodipina;CARDIOREX CDO;10 mg comp.desin.oralx30;Bag¿;$ 1381.81;60%;$ 552.72
14575;amlodipina;CARDIOREX 10;10 mg comp.x 30;Bag¿;$ 30005.06;60%;$ 12002.02
50384;amlodipina;CARDIOREX CDO;5 mg comp.desin.oralx 30;Bag¿;$ 1280.38;60%;$ 512.15
14574;amlodipina;CARDIOREX 5;5 mg comp.x 30;Bag¿;$ 16187.57;60%;$ 6475.03
55456;amlodipina+losartán,potásico;PRESIMAX A 100;100/5 mg comp.rec.x 30;Bag¿;$ 20477.63;50%;$ 10238.82
55455;amlodipina+losartán,potásico;PRESIMAX A 50;50/5 mg comp.rec.x 30;Bag¿;$ 18455.06;50%;$ 9227.53
1064;amoxicilina;TRIFAMOX 1000;1000 mg comp.x 16;Bag¿;$ 21712.52;60%;$ 8685.01
1057;amoxicilina;TRIFAMOX 250;250 mg jbe.x 120 ml;Bag¿;$ 8736.78;60%;$ 3494.71
1059;amoxicilina;TRIFAMOX 500;500 mg comp.x 16;Bag¿;$ 6410.71;60%;$ 2564.28
20010;amoxicilina;TRIFAMOX 500;500 mg comp.x 21;Bag¿;$ 7804.04;60%;$ 3121.62
30640;amoxicilina;TRIFAMOX;500 mg comp.x 80;Bag¿;$ 2327.38;60%;$ 930.95
1061;amoxicilina;TRIFAMOX 250/500 JBE;500 mg jbe.x 120 ml;Bag¿;$ 12519.28;60%;$ 5007.71
1060;amoxicilina;TRIFAMOX;500 mg jbe.x 60 ml;Bag¿;$ 466.67;60%;$ 186.67
13491;amoxicilina;TRIFAMOX;750 mg comp.x 16;Bag¿;$ 709.32;60%;$ 283.73
41597;amoxicilina;TRIFAMOX DUO;875 mg comp.mast.x 14;Bag¿;$ 797.24;60%;$ 318.9
25708;amoxicilina;TRIFAMOX DUO 875;875 mg comp.x 14;Bag¿;$ 9682.8;60%;$ 3873.12
26255;amoxicilina;TRIFAMOX DUO;susp.x 50 ml;Bag¿;$ 570.83;60%;$ 228.33
26256;amoxicilina;TRIFAMOX DUO SUSP;susp.x 90 ml;Bag¿;$ 15668.85;60%;$ 6267.54
30346;amoxicilina+ambroxol;TRIFAMOX BRONQUIAL DUO 875/60;comp.x 14;Bag¿;$ 15699.35;50%;$ 7849.68
32206;amoxicilina+ambroxol;TRIFAMOX BRONQUIAL DUO;susp.x 50 ml;Bag¿;$ 924.71;50%;$ 462.36
1071;amoxicilina+brovanexina;TRIFAMOX BRONQUIAL;500 mg comp.x 16;Bag¿;$ 1166;50%;$ 583
1070;amoxicilina+brovanexina;TRIFAMOX BRONQUIAL;500 mg jbe.x 120 ml;Bag¿;$ 1245.37;50%;$ 622.69
3635;amoxicilina+sulbactam;TRIFAMOX IBL 1500;1500 mg iny.x 1;Bag¿;$ 7536.94;60%;$ 3014.78
26361;amoxicilina+sulbactam;TRIFAMOX IBL DUO;20 g susp.x 30 ml;Bag¿;$ 976.69;60%;$ 390.68
26362;amoxicilina+sulbactam;TRIFAMOX IBL DUO 200/50;20 g susp.x 60 ml;Bag¿;$ 26841.17;60%;$ 10736.47
10002;amoxicilina+sulbactam;TRIFAMOX IBL 500;500 mg comp.x 16;Bag¿;$ 18388.26;60%;$ 7355.3
1074;amoxicilina+sulbactam;TRIFAMOX IBL;500 mg jbe.x 60 ml;Bag¿;$ 1125.26;60%;$ 450.1
3634;amoxicilina+sulbactam;TRIFAMOX IBL 750;750 mg iny.x 1;Bag¿;$ 5126.12;60%;$ 2050.45
26356;amoxicilina+sulbactam;TRIFAMOX IBL DUO 875/125;875 mg comp.x 14;Bag¿;$ 20764.6;60%;$ 8305.84
1043;ampicilina;TRIFACILINA 1000;1000 mg comp.x 16;Bag¿;$ 18588.52;60%;$ 7435.41
1042;ampicilina;TRIFACILINA 1000;1000 mg comp.x 8;Bag¿;$ 9344.53;60%;$ 3737.81
1044;ampicilina;TRIFACILINA;1000mg iny.liof.x1+solv.;Bag¿;$ 1030.64;60%;$ 412.26
1047;ampicilina;TRIFACILINA 500;500 mg comp.x 16;Bag¿;$ 12666.2;60%;$ 5066.48
1039;ampicilina;TRIFACILINA FORTE;jbe.x 120 ml;Bag¿;$ 875.51;60%;$ 350.2
35434;atenolol;PLENACOR 100;100 mg comp.x 30;Bag¿;$ 7998.2;80%;$ 1599.64
35435;atenolol;PLENACOR 100;100 mg comp.x 60;Bag¿;$ 16709.97;80%;$ 3341.99
35430;atenolol;PLENACOR 25;25 mg comp.x 30;Bag¿;$ 5195.92;80%;$ 1039.18
35431;atenolol;PLENACOR 25;25 mg comp.x 60;Bag¿;$ 10303.18;80%;$ 2060.64
35432;atenolol;PLENACOR 50;50 mg comp.x 30;Bag¿;$ 5798.53;80%;$ 1159.71
35433;atenolol;PLENACOR 50;50 mg comp.x 60;Bag¿;$ 12135.06;80%;$ 2427.01
28105;atenolol+asoc.;PLENACOR D 50/25/2.5;comp.x 30;Bag¿;$ 19473.25;60%;$ 7789.3
4635;biperideno;AKINETON;comp.x 20;Bag¿;$ 6724.48;80%;$ 1344.9
4637;biperideno;AKINETON;comp.x 60;Bag¿;$ 17403.08;80%;$ 3480.62
1011;bromazepam;OCTANYL 12;12 mg comp.x 50;Bag¿;$ 2803.84;50%;$ 1401.92
1009;bromazepam;OCTANYL 3;3 mg comp.x 50;Bag¿;$ 9002.78;50%;$ 4501.39
1010;bromazepam;OCTANYL 6;6 mg comp.x 50;Bag¿;$ 16747.87;50%;$ 8373.94
10634;carbamazepina;ACTINERVAL;200 mg comp.x 30;Bag¿;$ 14509.06;80%;$ 2901.81
10635;carbamazepina;ACTINERVAL;200 mg comp.x 60;Bag¿;$ 25584.12;80%;$ 5116.82
46149;carvedilol;CARVEDIL RETARD 10;10 mg cáps.lib.prol.x 28;Bag¿;$ 10411.28;60%;$ 4164.51
59513;carvedilol;CARVEDIL RETARD 10;10 mg cáps.lib.prol.x 30;Bag¿;$ 9091.95;60%;$ 3636.78
31741;carvedilol;CARVEDIL 12.5;12.5 mg comp.x 28;Bag¿;$ 12918.96;60%;$ 5167.58
59508;carvedilol;CARVEDIL 12.5;12.5 mg comp.x 30;Bag¿;$ 9809.57;60%;$ 3923.83
46385;carvedilol;CARVEDIL 12.5;12.5 mg comp.x 56;Bag¿;$ 18440.81;60%;$ 7376.32
59509;carvedilol;CARVEDIL 12.5;12.5 mg comp.x 60;Bag¿;$ 13882.3;60%;$ 5552.92
46150;carvedilol;CARVEDIL RETARD 20;20 mg cáps.lib.prol.x 28;Bag¿;$ 18704.19;60%;$ 7481.68
59514;carvedilol;CARVEDIL RETARD 20;20 mg cáps.lib.prol.x 30;Bag¿;$ 14652.18;60%;$ 5860.87
31742;carvedilol;CARVEDIL 25;25 mg comp.x 28;Bag¿;$ 14911.79;60%;$ 5964.72
59510;carvedilol;CARVEDIL 25;25 mg comp.x 30;Bag¿;$ 11454.63;60%;$ 4581.85
46386;carvedilol;CARVEDIL 25;25 mg comp.x 56;Bag¿;$ 22777.66;60%;$ 9111.06
